what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589354464158
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589354465028
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589354497114
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1589354514262
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589354525896
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589354527730
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589354529086
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589354531524
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589354532483
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589354691479
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589354697797
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589354708339
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1589354708365
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1589354711127
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589354715301
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589354717485
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1589354717515
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1589354719547
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589354728754
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589354757451
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1589354770415
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1589354774887
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1589354775727
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1589354778573
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1589354780730
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1589354785568
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1589354805672
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1589354820393
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1589354822269
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1589354842589
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1589354848922
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589354853516
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589354904684
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1589354925016
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1589354929305
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1589354933800
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1589354944681
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1589354951560
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1589354964170
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589354975346
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589355048660
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1589355065507
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1589355069984
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1589355098395
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589355110223
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589355148104
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589355162105
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589355171709
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589355173285
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589355180651
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1589355190246
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589355196501
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589355197825
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1589355200034
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1589355209991
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589355223996
opened,view,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search.ui.views.SearchView",1589355231188
activated,view,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search.ui.views.SearchView",1589355231243
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589355231426
executed,command,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search.ui.openSearchDialog",1589355231460
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589355239106
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589355241961
executed,command,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search.ui.openSearchDialog",1589355241983
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589355242433
error,log,,,"Problems encountered during text search.",1589355243024
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589355246464
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589355325699
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589355329928
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589355330668
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589355374800
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1589355377567
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1589355396268
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589355414409
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589355588613
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1589355597396
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589355598851
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589355611690
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1589355621833
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589355623161
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589355649102
activated,view,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search.ui.views.SearchView",1589355662435
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1589355662461
closed,view,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search.ui.views.SearchView",1589355662510
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1589355664162
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1589355665863
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1589355672893
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1589355674913
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1589355679771
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1589355682831
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589355688427
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589355723091
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589355723101
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589355724148
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1589355743114
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1589355751140
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1589355784257
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1589355787366
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1589355818984
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1589355839130
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589355841052
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589355871850
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1589355905282
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1589355909087
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1589355938479
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589355940993
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589355975792
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1589356064078
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1589356074579
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1589356130003
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1589356141967
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589356144805
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589356185930
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1589356206136
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1589356207996
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1589356209667
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1589356219999
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589356224658
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589356275672
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1589356278674
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1589356282761
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1589356295373
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1589356297037
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1589356379621
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1589356403940
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1589356405931
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1589356420546
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1589356423845
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1589356449116
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589356457299
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589356459847
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589356460896
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589356521498
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589356564251
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589356572630
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1589356585208
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1589356587131
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1589356602989
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589356608783
