what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1589375119260
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1589375135594
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1589375155340
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1589375155448
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1589375158406
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589375160372
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589375162998
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1589375163097
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1589375163194
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1589375226066
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1589375238244
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589375288395
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589375289499
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1589375289600
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1589375289726
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1589375358813
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1589375364006
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589375373896
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589375374069
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1589375378409
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589375388611
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589375390473
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589375409928
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589375410061
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1589375413587
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589375418005
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589375424517
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1589375436563
executed,command,,,"AUTOGEN:::org.eclipse.cdt.debug.ui.CEditor.BreakpointRulerActions/org.eclipse.cdt.debug.ui.CEditor.RulerTobbleBreakpointAction",1589375444280
executed,command,,,"AUTOGEN:::org.eclipse.cdt.debug.ui.CEditor.BreakpointRulerActions/org.eclipse.cdt.debug.ui.CEditor.RulerTobbleBreakpointAction",1589375465471
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589375478085
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589375478195
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.debug",1589375478213
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589375480091
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589375481802
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589375482502
error,log,,,"Target selection failed.",1589375486675
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589375487004
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1589375487029
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589375487845
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589375489309
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589375490260
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589375493798
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589375499797
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589375505317
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1589375512983
error,log,,,"Target selection failed.",1589375518004
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589375518118
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589375518415
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1589375518454
error,log,,,"Target selection failed.",1589375519018
error,log,,,"Target selection failed.",1589375519882
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589375520648
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589375520888
error,log,,,"Target selection failed.",1589375523409
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1589375523512
